memory_usage,storage_usage,workload,Resource Allocation,,,cpu_utilization
40.43673292,91.32626232,62.38025692,51.50659055,,,22.78056994
62.12246092,44.91566358,100,61.27620417,,,82.97933648
38.93036317,60.97190133,100,60.5313529,,,96.02725425
41.870628,74.17439879,100,56.11457455,,,50.6219083
50.46533439,43.90747741,100,57.23630842,,,85.87669427
80.51152992,65.0640091,96.83651642,,,,
64.18437988,93.44615423,100,68.80985807,,,42.47156721
75.39775411,93.44881203,100,,,,53.51946988
41.04343543,,91.35112436,61.6469908,,,47.71568438
,68.83852668,95.61474483,64.06806363,,,59.12568455
48.94225088,60.22572236,100,61.59882881,,,84.82405675
69.26766125,,100,66.26166416,,,80.37662488
45.28709052,42.01969468,86.51118255,40.58232397,,,25.72495963
31.12653605,94.14440509,100,59.59815659,,,55.9235615
65.99764954,,72.08353439,55.55504631,,,23.26209801
39.50734108,46.99044232,96.654573,46.99601983,,,53.92909755
28.88991596,73.98441568,90.02262838,46.66937394,,,33.66836628
34.09809662,85.57301968,89.97284239,54.00800252,,,41.71181121
19.44708963,65.21901591,86.22031232,43.38843784,,,49.49221614
70.45751935,55.78390787,66.35283853,47.51069606,,,2.91182158
18.11691082,59.79910609,89.83222669,43.09886247,,,
50.89798799,91.40422308,74.10756099,57.27583767,,,25.97652355
34.62297177,,90.31018577,48.84100663,,,37.53818516
26.46846884,53.16932029,90.65912618,42.15798147,,,47.31943782
78.59509517,,100,63.9813319,,,53.63953649
78.484062,94.44578178,100,84.39953535,,,89.15881382
67.47872748,75.40406093,100,67.47018655,,,
34.22056841,,93.52631686,51.276628,,,44.91861814
52.62059551,,99.83582746,60.09080201,,,45.35735808
,75.28983985,66.528648,56.57893078,,,52.46377942
35.48886318,56.77291038,100,56.29460554,,,
,60.29894137,99.01291017,50.13943459,,,24.8592648
40.40706973,102.0001694,100,70.73779276,,,80.222952
40.85567384,84.86064602,100,,,,
60.19286742,50.28184604,64.93418444,43.30328146,,,9.744571248
68.95578064,78.42879723,100,71.02344091,,,67.0175503
57.77200156,87.54045345,82.10461532,57.40582905,,,
43.97824633,52.52390936,98.52631071,54.62568249,,,72.76006967
38.09899225,70.74858786,100,57.36537763,,,
38.57128322,77.45828372,95.94086098,62.60852065,,,83.73250172
18.53208812,83.68532718,65.93823053,,,,37.54279878
48.26851968,75.77305319,100,64.01628824,,,74.19666834
88.08278178,,100,74.49856559,,,77.51938973
82.31722843,76.4413419,100,77.41319893,,,76.64229876
29.99561144,79.87174063,70.57767525,42.58719426,,,12.40019291
,64.44917667,90.65588727,49.47468583,,,39.79632894
25.35974466,72.5754526,85.64901866,44.64074984,,,34.29346623
29.00365298,68.58682188,100,57.39263455,,,87.30837023
39.71652198,77.22400486,100,55.04148915,,,44.76799132
47.10140168,105.1323393,79.4677702,64.58555241,,,44.1755861
44.66795814,44.77348847,91.62549745,,,,38.14861939
,75.40213025,89.48891761,61.97245083,,,46.41375224
15.35877422,88.63603987,100,54.07312359,,,
74.2845437,44.41678943,66.45939642,45.99588451,,,5.958722994
57.44111608,54.53220682,100,62.16656064,,,81.16677165
55.80007197,69.1182385,100,64.42158577,,,72.67421151
49.61001079,,100,59.74771292,,,52.46377942
79.02384768,90.6489081,100,75.76824089,,,53.66046122
94.13126651,55.24856561,100,67.94441277,,,42.98222583
25.01079525,102.3517547,100,65.8207643,,,83.33193439
37.80146927,,74.335978,50.13959505,,,47.13788509
,55.31338967,100,63.6873909,,,48.92877967
37.38148734,48.80820526,81.87014291,44.57024864,,,
78.54575438,57.22616269,72.96338166,51.72050506,,,
72.02302401,106.7002424,100,,,,71.51419262
,48.36890286,86.25423785,48.91000501,,,42.28779127
82.58611895,98.37230869,100,83.17913858,,,70.6275812
62.24683884,94.0235637,100,79.89918617,,,96.92257532
60.5171867,94.87390964,98.7312376,69.60035953,,,51.08487488
,71.83505806,100,66.09588047,,,45.68015935
56.51687376,79.85729359,88.7554901,57.99925866,,,30.39009662
61.37038695,94.28674988,100,79.14775648,,,94.50757656
40.47360239,76.10234043,74.14783391,44.49480163,,,7.165245788
53.24618673,61.02932489,97.70825604,56.52489026,,,
52.48518676,87.65582252,75.85095874,,,,32.01825885
35.86280029,,93.46776207,61.17370727,,,40.18653705
,52.7249719,100,55.28369983,,,80.29631557
15.01808422,107.8913553,89.49569601,60.72298562,,,73.29064347
47.86500239,59.57217662,100,56.93125525,,,65.77864179
82.1676807,42.9783841,100,62.71876198,,,57.848385
61.90504212,76.94992403,100,70.48699101,,,79.02860074
39.15929441,72.06937619,100,,,,64.5114976
43.3087157,67.8928757,100,58.74791781,,,
82.19101229,41.23755921,100,59.65340667,,,46.00166268
57.2293521,64.5008182,92.07394706,52.27336951,,,
66.47743603,85.50773407,100,66.26116783,,,
,57.33520968,100,66.79916852,,,64.3934438
,48.75505193,100,58.61239471,,,66.64788101
67.67513919,79.93466117,89.69121196,65.67963948,,,46.46142466
58.65861042,47.64798908,77.80348944,47.6489291,,,31.00116766
31.34558866,70.14164869,88.25245931,48.55179449,,,44.59361278
49.61001079,75.28983985,100,59.73539375,,,52.46377942
87.11069821,54.56589937,79.09783714,55.93519862,,,9.514331572
68.52640767,100.2347514,100,70.97085318,,,35.03095128
7.594593602,,82.23827168,45.05888643,,,46.93961662
63.82522639,61.45573626,80.78711262,57.81133156,,,47.58855596
51.16502564,71.36809078,100,58.08910494,,,47.67625264
47.327265,,100,,,,78.40132867
80.84378092,,95.65936924,63.11521591,,,22.24846867
11.86801596,92.94690175,92.97286852,52.31550811,,,60.22878866
77.46330692,54.0525325,100,61.21936395,,,42.5767569
,,92.42274803,60.27899644,,,23.23165676
53.88919725,83.79942947,91.09949535,60.14150361,,,38.26565077
26.62843085,90.43964749,100,64.81459164,,,93.66899201
42.96793809,105.625804,62.79531369,56.75300342,,,
67.94412865,57.5168004,97.44865348,62.27355456,,,59.88199223
,90.59989435,100,69.72676615,,,
9.301904186,88.57344745,60.24421112,40.57712201,,,30.48639953
44.68068922,,100,54.95666757,,,52.13637201
57.038197,41.59936591,81.7757789,45.87379684,,,32.6648049
87.89305351,84.61036328,87.3629551,68.14115666,,,16.79348892
,63.76224099,100,68.43854401,,,55.9002152
,76.17670447,100,63.62824804,,,56.42172586
14.82102075,51.17526869,100,45.98635256,,,84.38836209
49.61001079,75.28983985,88.74981463,58.72278113,,,52.46377942
51.42827549,,100,59.77815502,,,60.91341482
27.20062793,67.03969348,87.09377917,46.14436173,,,45.62773518
66.32830353,77.74223993,81.83774656,60.76967159,,,32.59728721
81.11778861,,96.95448876,,,,35.93219661
38.57384021,54.46132558,100,49.41712356,,,54.08550294
48.71678369,64.24406665,87.66497253,55.36917713,,,55.26650839
49.01581539,59.92162338,94.36022313,53.72192226,,,50.56428661
70.68422029,68.97676108,64.33307972,53.9225122,,,13.89161664
52.96674763,84.29270779,97.54808677,64.62659998,,,57.19718394
93.11619907,73.53161884,100,80.17355083,,,75.07507503
38.77478074,83.83275168,85.84239971,51.81132716,,,27.85612177
,59.08018624,89.98516833,63.07245223,,,34.28725798
21.12762086,107.8474938,69.81866493,,,,35.02380683
26.00032464,58.30877496,95.9197022,47.13932899,,,61.65602617
33.06047268,102.3324787,93.65702616,64.84000918,,,67.63279512
26.85085266,70.49880045,66.93649619,44.34940461,,,41.77430518
39.43355401,87.2943475,66.7485127,50.36371729,,,23.08398664
45.85913254,71.87402347,100,63.52636578,,,81.67944898
53.78270004,67.72514398,100,63.76572316,,,75.44912107
61.79288098,49.73007239,100,,,,
11.30179517,108.6829446,70.36277014,,,,22.67485142
42.6389516,56.47272138,100,51.1418549,,,52.17409106
38.83151105,91.34058632,79.29474628,57.37552693,,,45.42569098
40.83124408,57.07559527,86.71174861,43.45742198,,,24.49092004
18.75206917,,71.99203575,35.63784014,,,23.70849019
65.612899,,100,65.03436467,,,63.82115206
14.11196433,67.27854809,51.03527006,29.23686262,,,5.022596745
10.7558556,85.6486409,68.84540914,41.50035266,,,33.15204381
79.44714737,93.00914332,100,81.24077517,,,74.7238919
56.87747181,,100,,,,93.7235314
46.49174781,56.72782092,96.25934476,54.29311521,,,61.84483063
24.11828621,94.84351431,90.39404494,57.51681947,,,61.32239107
,75.28983985,100,,,,52.46377942
39.72451895,74.12600254,68.66566199,47.54447784,,,28.23320914
,63.17470741,100,68.45467842,,,79.60440571
22.29877095,,73.10598983,41.78068787,,,15.41144522
65.15974178,59.26524031,100,68.06306214,,,
70.46724881,102.3661376,100,79.42896239,,,68.24662986
9.812728224,,56.38600468,38.70222109,,,36.03539546
,61.08173314,59.22843521,42.43609016,,,18.35471133
18.07078928,55.53052989,80.48808591,40.97523122,,,
38.89557664,66.00333615,98.64306266,54.97083302,,,63.10086959
35.13461159,52.12482827,100,51.26764966,,,72.44438418
26.49530275,63.79798181,91.84850824,50.38894752,,,69.606326
72.72389594,95.41918529,82.29104187,66.03045733,,,19.4949849
49.61001079,75.28983985,100,59.77689965,,,52.46377942
24.47870069,107.2490595,100,66.64592545,,,80.80914821
62.11480088,73.38950128,100,,,,70.27980941
87.66338921,68.49508216,80.77108603,64.92185455,,,28.96907866
39.76330167,73.84754328,100,64.04649777,,,91.9038973
28.89395213,100.9372729,60.3222876,46.39383945,,,5.278554501
52.44334356,59.3933971,99.75926992,56.07919343,,,54.08567915
,,70.76205793,53.50488967,,,27.53639835
88.41882028,76.90647741,99.78815266,,,,24.78034127
57.00865765,67.8032773,100,62.73495998,,,
50.58577895,61.17565037,60.99561473,,,,14.28357668
33.70471912,53.21265153,100,47.38036871,,,55.21462698
69.0107505,70.16878693,100,70.84025453,,,78.36599195
80.80726683,66.25845892,84.72235998,62.41107736,,,
70.76959917,72.60547432,100,69.14612291,,,63.81803473
53.53122629,58.16611891,100,61.45048614,,,79.14585156
84.93956802,77.53272352,100,76.98993753,,,68.46962881
80.22361312,,100,69.80461702,,,
62.87608359,76.57554189,100,64.12439204,,,
43.92683793,66.49925419,78.81433406,45.99090548,,,20.23530707
22.13341805,80.30810728,100,56.83770522,,,79.19189198
71.08439158,,97.04255814,74.98778027,,,70.66062482
64.6190028,60.01655668,100,65.93875833,,,78.17075465
,104.6145733,100,79.72169423,,,50.93645608
37.96440522,,100,57.27654748,,,71.11516725
44.04935518,95.65362154,85.11255298,59.94129754,,,
35.76572594,68.80230211,98.44073064,56.16964226,,,
34.79780069,67.0628275,56.20524996,38.34299122,,,9.676827273
50.87054615,82.1474241,81.7764472,56.4731972,,,32.88274563
31.32179467,70.21974162,60.96060419,36.8259137,,,1.722838182
63.26683763,89.42847689,100,71.49884205,,,62.86615113
9.954306404,73.96235938,90.52913164,46.79653754,,,66.88038367
39.01279265,,74.05523658,58.90860942,,,29.42236239
,72.29055672,88.40734935,54.9252752,,,51.44931168
39.23941733,80.65597018,100,60.54813198,,,
81.66168581,80.70877331,100,81.28865137,,,89.57807149
49.61001079,75.28983985,100,59.74677805,,,52.46377942
49.00758335,57.98161894,98.9688476,55.21870273,,,58.41135932
44.47089056,90.44146345,92.3354779,58.12627621,,,34.66568016
29.46007337,77.90732851,100,57.6644107,,,73.89307636
49.61001079,75.28983985,272.0350471,98.24717286,,,
57.24172202,95.06882352,97.41317951,61.96373196,,,21.22210284
71.02522545,64.95541011,100,69.2978997,,,75.45007627
46.9147472,95.80674674,99.33266833,,,,30.39188033
29.94527979,75.12116695,98.310778,51.6465786,,,49.81683018
,105.4710007,70.17412087,52.95182028,,,30.34925448
57.62915868,50.72759134,100,59.61422571,,,74.41854116
82.23891533,64.10842724,100,64.40369547,,,34.28869144
12.55857136,68.50248595,94.28936548,50.9478812,,,88.39504729
72.31794914,,94.90918457,58.82218705,,,45.8902066
62.93477009,64.87553521,100,56.94244211,,,31.64956022
65.70436608,76.5684987,100,69.68956942,,,69.21411731
43.27818037,57.02355925,100,50.87700298,,,49.16922304
18.39593268,70.64110717,100,52.54494904,,,79.92946599
59.59583054,58.3653622,90.76745416,53.31147862,,,34.14512898
55.26872974,48.67341768,66.19091916,43.1678998,,,19.65774142
,71.5464277,100,58.8358557,,,87.97502208
49.61001079,,95.29577545,59.30978595,,,
38.14791925,77.82032589,80.05703182,48.77834211,,,26.16557072
43.52324709,,68.90378155,45.84757094,,,31.3121251
49.74517259,63.34577701,100,63.35258222,,,86.86109676
73.7211953,49.67384234,68.11740011,46.97162468,,,
,94.15136419,86.48572911,50.97789423,,,22.85292599
62.72080312,89.70864157,100,76.76462674,,,87.96133977
,60.66955896,59.36894394,36.92098561,,,10.52236114
26.26664596,,83.76637077,45.78054746,,,40.12934212
64.76341417,64.62247591,100,65.86951784,,,70.53936575
14.31092164,53.88872829,77.85154257,30.6778442,,,19.25731585
57.43174658,77.54641565,97.54980022,,,,55.21229965
68.64906442,92.58922267,100,73.5560057,,,58.3208411
42.96721001,103.4829271,100,74.00601912,,,88.86833817
23.74615874,83.25877857,97.32108519,56.53093961,,,71.7847286
45.81410664,89.18514551,100,69.76896172,,,85.41449425
,105.2297253,72.10836854,59.75272863,,,34.10504209
49.61001079,75.28983985,100,59.74171883,,,
62.61522733,67.9203255,100,71.19466715,,,94.39852355
49.40289727,91.84821071,100,67.08501894,,,62.57717546
36.3323682,55.75493138,63.43375727,37.49709066,,,16.63553527
42.30914467,106.1331653,97.82705137,71.58836625,,,
40.29230466,,82.01955766,46.00212637,,,36.04107302
29.91058098,,66.9406509,45.71318856,,,22.46108894
49.61001079,75.28983985,272.0350471,98.27878362,,,156.3729193
74.82233378,84.86543064,93.43368129,65.14850104,,,
21.10727744,89.74214715,78.75565157,51.375456,,,
57.64748842,56.63901539,99.24398696,58.01867646,,,58.37793619
17.5250162,97.38180998,66.22973657,47.83573937,,,34.83465942
37.66155259,95.33802008,100,68.72419446,,,85.53700906
11.31869161,63.36328678,87.42376175,46.87643628,,,82.22530231
36.8167138,,100,46.53626781,,,63.79060049
25.36953259,75.65119236,100,57.6630262,,,84.360264
61.02330712,45.33845855,100,62.12908034,,,88.46522251
55.30897975,,100,66.0126646,,,
46.52421014,64.92957352,93.33363938,,,,40.97297732
53.02242481,95.85707995,81.33044889,59.99605511,,,25.32138184
65.73316037,80.74679242,78.45912824,59.4165324,,,24.20266539
66.57332737,43.90459426,100,55.63315738,,,50.26228811
56.61826897,67.77090243,100,59.92878268,,,52.3203142
82.98066596,,100,78.98379972,,,87.53225289
27.65307524,62.64829874,93.00592325,48.26786829,,,58.84114957
41.8575203,59.4260668,97.32050445,56.99522382,,,77.93683486
38.85849855,61.67479605,97.13746896,53.89164657,,,65.39440305
32.5965918,80.28969566,92.83419045,,,,74.72288393
,72.33866812,100,56.69900792,,,
80.3806391,77.2112312,100,71.37556627,,,50.56077115
64.91209857,97.15479274,100,80.43707598,,,
33.5394876,62.88949106,70.24284881,40.46794225,,,21.66029011
62.55529046,102.5512942,100,74.31570429,,,57.72160781
64.3188797,,100,75.9164701,,,86.80420807
,46.88507039,86.56184298,49.28721781,,,70.60028558
50.67632967,62.61086872,82.72323213,52.01043009,,,40.78721506
49.64454614,96.30919516,80.65588163,58.96563639,,,26.13168909
48.53059329,84.78874061,71.23058105,52.3321038,,,18.20240723
24.84853721,59.57714374,100,51.80462803,,,81.71371195
19.57123832,60.17460234,97.17550086,43.49439889,,,52.19517079
42.53868858,68.1149103,100,,,,83.951543
31.70207273,93.94180575,100,,,,92.41898245
87.64849571,85.7616552,100,76.55810403,,,49.49397281
34.79936761,59.10390984,86.73609201,,,,56.4243038
30.94228932,,62.30528847,47.49388103,,,15.12156077
32.23478475,61.16836948,80.21655152,42.87752632,,,
62.59080043,93.85866498,100,77.49203074,,,85.41318072
12.12152149,90.50416185,86.87101081,55.48284047,,,80.92426388
39.38529174,77.6405236,100,63.50540432,,,84.36955957
74.82965147,59.50892189,100,65.54918995,,,59.23041738
50.79789002,91.12972392,100,,,,71.58551879
72.36775636,59.49868132,100,61.79733021,,,46.0530179
49.61001079,75.28983985,272.0350471,98.27968826,,,156.3729193
64.75730777,74.63835706,89.65333435,56.8452834,,,18.07437041
27.56378102,72.18468792,65.13521033,39.4617323,,,15.9884449
81.10348214,62.358402,100,74.09629709,,,84.05515613
29.04276769,68.63645063,68.31740517,38.60417185,,,13.31605125
60.80729327,57.5674752,96.99635299,52.70227164,,,27.69595579
,53.37242553,73.03842423,45.65543916,,,
,80.11990748,100,56.83398593,,,63.00569978
58.06236136,90.96006199,81.03864471,61.26984545,,,30.08268489
42.18368822,,93.09587415,,,,54.66554337
86.99238756,96.91055286,100,84.51028604,,,71.16462864
61.52791913,97.91581427,100,76.34282384,,,75.91117457
63.21128319,79.58985826,100,68.65137445,,,63.95240922
68.47472085,95.62160121,100,73.3895234,,,53.23982886
25.8247281,101.1278052,74.61151548,,,,36.68517549
40.25367755,85.97756151,75.49810929,55.55780284,,,44.07518753
42.82913938,61.7026698,100,61.87209984,,,94.49471163
