,y_real,y_pred
455,53.19005482,53.7573254
456,84.36791079,73.31239343
457,89.2489845,76.34680685
458,97.53639653,81.50872283
459,36.63126075,44.18139524
460,93.8676195,78.3708153
461,47.14600465,49.89953908
462,59.32715449,58.25291835
463,92.19018099,77.80536129
464,54.54674698,54.82183851
465,46.39705431,49.71312525
466,33.26344233,42.10096905
467,45.23537882,48.74721452
468,44.19783345,48.81687782
469,98.19823146,81.54088755
470,51.91002719,53.30401103
471,38.60064166,45.58319987
472,76.31613012,68.1518939
473,98.69708294,81.69097672
474,80.61576054,70.60376419
475,21.73829935,34.87327869
476,63.02181635,60.3096251
477,56.76899581,55.34979521
478,90.30750839,76.78552481
479,57.32157447,55.82546645
480,97.85884342,81.04678859
481,90.66370906,76.82061477
482,50.91535455,52.9079003
483,96.40362506,80.18782741
484,10.1601785,12.76891046
485,82.15559346,71.79732669
486,79.00850038,70.06912618
487,53.46796881,54.2255455
488,63.9344171,61.02937517
489,28.4809807,38.84219335
490,62.94464236,60.4094226
491,75.33331316,67.64042223
492,69.14874107,63.98281905
493,82.81820211,71.94199248
494,92.08516395,77.17181063
495,80.33863452,70.80823441
496,32.79988315,41.62202003
497,23.91652753,36.18547462
498,22.20749977,34.79287747
499,76.54619763,68.78782055
500,30.17388168,39.94159702
501,19.9084813,23.02958377
502,90.24366271,76.56037344
503,29.22533908,39.5980321
504,42.2707232,46.65795669
505,36.99972382,43.67457292
506,47.48868642,50.6643514
507,17.20518653,12.71088551
508,85.2494778,73.65757532
509,63.98962574,60.04306162
510,74.32077802,67.26819292
511,81.18124043,71.7795784
512,72.34070152,65.21228699
513,61.58525993,58.92985235
514,42.31188729,47.59553039
515,34.26523178,42.27324994
516,63.12844667,59.40283202
517,86.5648998,74.17886247
518,40.3211301,46.16480262
519,92.0203206,78.11094803
520,24.00906219,35.77771917
521,36.46944092,43.32098827
522,78.63215714,69.93540402
523,34.02828561,41.95602399
524,37.53145415,44.47025531
525,39.30410244,45.64716331
526,27.27182207,37.91176972
527,31.32304447,41.45674563
528,14.49899091,10.84554296
529,23.11397185,35.46225551
530,52.80719505,53.29971355
531,90.08112267,76.67369751
532,85.33357087,73.33590435
533,63.36560178,59.21819487
534,96.46403221,80.35114869
535,52.76307191,53.87557403
536,84.83230117,73.49717185
537,89.25919426,76.51436535
538,55.31718049,55.18283064
539,74.63448088,67.52523673
540,85.48416193,73.79960197
541,59.04477577,57.79345181
542,22.29262502,35.09914936
543,46.23506263,49.31809012
544,55.37197926,54.80114491
545,28.45753764,38.94947265
546,46.83092704,49.95422841
547,22.52838511,35.25002089
548,57.33956478,56.69308189
549,86.71789597,74.71350028
550,93.83480281,79.01440272
551,93.91613814,79.270286
552,69.43142977,63.75602187
553,12.78033685,19.83858518
554,27.37674026,38.29472181
555,20.29091352,22.3117971
556,43.40226967,47.80863674
557,16.59020351,9.9815488
558,49.79851974,51.78289065
559,68.48990264,62.95769344
560,85.10112912,73.08112854
561,24.63645438,36.59242009
562,43.18435142,48.58893544
563,53.08685348,54.2997262
564,77.71615389,68.90632201
565,36.43001914,42.96408272
566,20.98870294,26.24283756
567,12.20184984,15.95565965
568,16.35719603,20.98925028
569,53.23282285,54.43856426
570,19.50807488,22.69809228
571,56.2524857,55.040012
572,60.42975279,57.61096005
573,20.6496931,15.38481848
574,83.76756201,73.07695787
575,58.02845345,56.83673156
576,13.84462529,7.79515767
577,76.01160781,67.75521365
578,16.17990172,9.11616101
579,88.73382143,75.48707159
580,77.40888637,69.18050672
581,50.58086017,52.01793069
582,47.9498748,50.4200334
583,36.55749914,43.85903949
584,68.21738016,62.39658764
585,47.19806102,49.89654218
586,69.91884315,63.43838856
587,10.36236432,11.35335117
588,20.84575833,16.93683618
589,17.37464303,26.37984159
590,24.3930245,36.03527289
591,56.92637502,56.37716687
592,16.01369811,20.49010304
593,93.06236344,78.14157097
594,33.87983951,42.35763477
595,76.16308454,67.57385871
596,94.35809272,77.93463063
597,48.69593238,51.05884579
598,70.07455785,64.64742547
599,26.04775258,37.48032598
600,51.33342942,52.31663806
601,26.359131,37.28870053
602,11.26840107,13.05743712
603,20.0893543,22.11009426
604,45.62866268,49.50220151
605,98.00071055,81.46521219
606,13.27579666,7.89295651
607,99.9574324,82.19213999
608,18.90910262,28.15027302
609,15.92370998,12.60031217
610,68.98124548,64.05124212
611,92.37129206,78.03018575
612,23.66756856,35.96783456
613,75.73372473,67.57926099
614,82.17091242,71.53682999
615,81.30172069,71.5162543
616,94.46552848,79.38817343
617,87.16961781,74.6547682
618,21.06455581,25.46317827
619,17.82784548,19.17473596
620,94.97038643,78.73559997
621,14.746622,19.20057896
622,68.83843138,63.77630838
623,59.47305725,57.31070894
624,71.11560118,65.12884695
625,68.04945291,62.8283874
626,48.47275753,50.81340417
627,30.32252546,40.88249547
628,49.56819473,52.35190886
629,93.17273231,78.08076545
630,82.97888603,72.35301825
631,96.97911862,81.03083892
632,34.5433065,42.55172853
633,71.63089395,65.33545169
634,19.4000986,12.27182696
635,48.83029454,50.6982788
636,77.14340653,68.45082937
637,86.10605911,73.66782813
638,31.11939405,40.14059018
639,80.16611464,70.22960726
640,56.34879465,55.89886927
641,98.28042777,81.22305618
642,73.56246355,66.52967755
643,11.68162165,14.80399747
644,30.19789409,39.72177848
645,37.39263816,44.49590336
646,19.27302242,11.34727303
647,12.31199913,10.87939751
648,85.24974026,73.42827305
649,20.61685647,22.71343915
650,51.78667201,52.89972136
651,23.67733473,35.88229199
652,39.79932117,45.66808355
653,36.50796566,43.94508804
654,45.01413389,49.29610063
655,35.16857916,42.8675531
656,22.90464741,35.42772964
657,87.8158521,75.02977996
658,10.109136,9.7141079
659,76.09620826,67.82012437
660,12.34758355,13.15767638
661,68.37532136,62.93916751
662,66.17725199,62.16710534
663,85.57235324,73.96866919
664,56.33998979,55.6997419
665,62.17634438,60.32741648
666,36.99807017,43.80446804
667,49.69835779,51.29566522
668,56.86344869,56.03374933
669,67.33045241,62.47702535
670,62.18060806,58.78269666
671,25.51242162,36.83938382
672,81.06824182,70.54407042
673,32.27636313,41.40340553
674,81.71355074,71.73410923
675,62.92131694,59.67532675
676,70.55074307,63.73821104
677,45.05200197,49.0460887
678,94.29604211,79.11198648
679,78.67941169,68.98527282
680,42.92305906,47.0677563
681,42.40648963,47.64488903
682,13.05886529,20.92991924
683,99.03443298,82.339993
684,84.36537688,72.67392653
685,70.16708059,64.77939764
686,98.27645474,81.51453303
687,39.83525275,45.65482944
688,81.15623303,70.86350415
689,94.68101429,79.36882348
690,43.34177012,47.92581661
691,13.46522256,9.62294002
692,89.71211461,76.31900252
693,95.02466145,80.27917693
694,65.78482039,61.90355366
695,93.86029913,78.96091676
696,93.01613434,78.725885
697,46.97519753,50.58569661
698,14.78033027,9.81604871
699,41.57549808,46.34598907
700,72.15828715,65.55592367
701,83.71564785,72.51491077
702,39.00763071,45.28827019
703,42.34964036,47.32176362
704,42.28192042,46.98766431
705,61.56504748,58.43372591
706,55.84186767,55.27193176
707,96.09905799,79.72984862
708,21.50450528,34.47547792
709,87.60450622,74.28350039
710,70.2022647,64.52664761
711,74.87634878,67.57321644
712,89.67819368,76.40034835
713,85.12369371,73.52433586
714,12.43916449,7.36836043
715,36.07011501,43.41413288
716,36.02298175,44.0805431
717,55.54577576,55.31854126
718,11.99555199,15.25388802
719,21.93489528,34.95587168
720,27.58131793,38.07331005
721,10.44169227,9.30271038
722,64.70018027,61.76009236
723,97.87213286,81.31162292
724,80.46631525,70.53998637
725,32.06392519,41.27551337
726,94.216599,79.03335023
727,17.21636821,18.61549993
728,56.66320884,56.90527758
729,98.0921257,81.69614974
730,24.37824663,36.10655484
731,36.53133498,43.84781909
732,96.97905149,80.67646177
733,29.0155001,39.2275967
734,18.79587559,17.94748446
735,48.79579309,51.07934033
736,38.71642583,44.81078989
737,94.80267777,79.01802841
738,31.54426927,40.7819518
739,28.22697678,38.52062418
740,63.77591521,60.08734151
741,15.2005117,15.99297543
742,45.75237729,49.2782756
743,29.10829938,39.20212762
744,18.37411294,26.08947405
745,19.43901688,30.96722858
746,40.95917681,46.57294103
747,88.11989203,75.47397642
748,62.73500275,59.19164785
749,11.91377286,16.26085892
750,22.27689528,34.84184287
751,58.18499317,57.00630036
752,59.20915007,57.79260378
753,37.82696087,44.84318011
754,11.52029193,9.14667694
755,95.86919704,79.95959332
756,46.89483137,49.94626378
757,26.90391843,37.61879494
758,65.46911534,61.04330907
759,49.49234251,51.90525474
760,17.43010628,22.25876051
761,85.02329866,73.87438748
762,33.16182187,41.44057309
763,18.01782991,24.21465012
764,40.66618817,46.11170953
765,84.93633963,73.85359134
766,68.98259819,63.45685051
767,37.08265657,43.96381151
768,46.83536505,49.78130542
769,83.9070013,73.73990869
770,74.17003917,66.21351254
771,36.91190266,44.08777799
772,43.20165355,47.86396463
773,50.73770157,52.547246
774,94.06615672,79.34928186
775,15.40764552,10.35726741
776,15.19096876,19.27343556
777,84.42949424,72.69552315
778,98.03195433,81.30899279
779,78.27896203,69.37728596
780,75.28651498,67.28715168
781,78.52553722,69.86410537
782,76.60284802,67.80807522
783,24.04639864,35.64636816
784,87.93030315,75.36050289
785,91.15076272,76.91117604
786,11.21756969,11.73565207
787,30.52206739,39.47182487
788,65.39041767,61.30949371
789,39.11917921,44.98353433
790,99.03763396,82.26545553
791,18.40112455,27.41335004
792,75.87509036,67.52104679
793,65.51847444,61.2064321
794,40.92642081,45.9695587
795,96.55072111,80.44637963
796,86.15683174,73.66974636
797,74.60615058,66.97703572
798,36.45286951,43.86870811
799,69.55632085,63.71737572
800,40.71496409,45.55408851
801,44.18067991,48.1163063
802,78.79305366,68.7400081
803,89.66664762,76.10616713
804,10.89100003,10.58916658
805,12.18915257,12.27805611
806,82.4869505,72.34757009
807,49.46405551,51.62214976
808,11.35144587,15.50271729
809,89.10059406,75.39269518
810,60.77723878,58.1481332
811,22.66074203,35.09205239
812,31.1615255,40.57276544
813,74.48425798,66.80495031
814,19.54003826,23.02652416
815,84.75797983,73.64603807
816,60.42165178,57.82784585
817,71.54589592,65.90637736
818,12.12610469,16.76556715
819,30.4174844,39.54357777
820,27.35683073,37.96579528
821,16.54447553,25.25288103
822,44.8268217,49.0191416
823,13.70143855,9.64591741
824,22.25564299,34.69846265
825,24.37371092,36.3738425
826,59.53970943,57.41137106
827,67.52836557,62.5021559
828,11.12876415,16.63844676
829,65.84329928,61.8040815
830,13.81213849,14.94838133
831,84.32717845,72.79348263
832,60.38574493,58.33663981
833,52.08855015,53.05066961
834,75.02721863,66.94864504
835,59.17231353,57.17608132
836,44.02942016,48.00050042
837,18.60449878,25.75577361
838,20.76349887,13.49627287
839,92.27872778,77.47324456
840,11.97799578,12.31864151
841,42.24298387,46.59828289
842,77.42718353,69.26842855
843,96.63118389,80.43130901
844,10.16957581,10.8425205
845,28.11204667,38.13385175
846,37.12579664,43.52739541
847,58.09996423,57.16409665
848,79.3428375,69.5285328
849,72.39141374,66.11568663
850,87.770958,74.99014824
851,60.28621288,58.28710332
852,90.95487964,77.01525941
853,23.13978981,35.68324262
854,74.7502448,67.02685298
855,81.45651465,70.84395187
856,16.80931275,9.63355427
857,93.3231998,78.32320848
858,60.38095232,57.64939846
859,85.40026354,74.23863375
860,96.92660133,80.34328844
861,45.35747738,48.80422093
862,51.03792207,52.5691874
863,76.12349783,68.07073596
864,93.63746439,78.49791154
865,91.03893245,77.70461564
866,25.45152346,36.92125749
867,94.73154876,79.94432068
868,41.24932634,46.53550033
869,17.11090237,14.1837107
870,86.70146827,74.36113835
871,41.10816213,46.19362411
872,80.14046686,70.76092686
873,40.44196387,45.32082108
874,14.77541337,19.84166254
875,88.85977506,75.845895
876,96.21610789,80.41633427
877,28.88902527,39.08332583
878,56.66981294,56.38615105
879,20.18499293,28.10849564
880,78.91222598,69.74115054
881,84.55060981,73.31132094
882,33.79159676,42.20014055
883,22.80575806,35.39528123
884,61.75340491,59.56741663
885,93.84719459,78.71282873
886,24.61647692,36.1540558
887,59.42155327,57.47045044
888,95.0828168,79.79475897
889,10.67180614,13.99218976
890,44.24088561,48.01382359
891,19.90774919,19.07726672
892,86.07368941,74.64533718
893,70.39039347,64.42694388
894,29.97625148,39.69959033
895,14.37449814,18.98047456
896,99.13004763,81.38763675
897,73.10252353,66.60578802
898,85.32882953,73.94740979
899,34.7272947,42.71248416
900,73.19135351,66.24350687
901,25.30902642,36.9473906
902,22.42671351,34.61356052
903,62.25274073,59.90818027
904,81.48963366,71.23686282
905,71.23326183,65.09689138
906,90.11976278,76.10351284
907,61.64281434,59.56386505
908,47.81921307,51.14145724
909,98.83839862,82.13334031
910,59.82536647,57.87006604
911,71.83983377,65.54545567
912,41.65744262,47.18301787
913,91.8282897,77.60347564
914,30.54193117,39.6853877
915,49.04179484,51.72415705
916,39.82564153,46.16543584
917,75.95845749,68.10516091
918,16.5904194,26.55376525
919,77.56643771,68.75620879
920,86.73612012,73.98653144
921,55.02050349,55.53674971
922,24.81110385,36.81200451
923,87.7356964,75.29668037
924,25.43738386,36.56232588
925,75.59694612,68.11162873
926,35.41221008,42.34962913
927,69.44475104,63.80899887
928,42.39460019,47.04628773
929,40.21622426,45.88646313
930,66.43464008,61.27150223
931,25.74793244,37.05129385
932,94.64895662,79.45505462
933,92.05031285,77.79798283
934,40.77731126,46.14612411
935,53.91760041,54.08333111
936,30.32639574,39.36274334
937,18.47202846,10.32773466
938,17.47271773,13.90601913
939,40.30838719,45.95213119
940,58.11181248,56.94747453
941,84.1451553,72.72997517
942,28.02078205,38.25570639
943,57.44926472,56.68900416
944,31.73454935,41.06297669
945,77.11346659,68.68946573
946,38.50516306,44.45251198
947,43.89841174,48.62289127
948,13.34858723,10.59249726
949,66.29422251,61.10106534
950,38.74306154,44.6648759
951,85.48309832,74.09003611
952,89.0783195,75.88591756
953,18.80600656,17.78695488
954,89.95297531,76.69582272
955,27.19720739,37.98432768
956,38.46618528,45.11182552
957,18.15195808,18.23075962
958,82.39976423,71.55483219
959,11.84064471,16.97365538
960,71.28652068,65.22257719
961,85.03760407,74.05526534
962,34.92553871,42.7593238
963,33.76998738,42.39088531
964,99.65815883,82.24501075
965,27.08680183,37.84493085
966,33.47570645,41.76097422
967,91.5343041,77.73565851
968,31.22190546,40.2610624
969,30.27060465,39.92852802
970,70.31126257,64.62415967
971,70.92898603,64.6533483
972,94.42370349,79.10178516
973,40.67303486,46.34791632
974,77.23876379,68.48792797
975,77.67496209,69.4086344
976,99.43903824,81.58205447
977,23.64939203,36.29462386
978,20.01470671,16.57612168
979,15.72860686,16.28944521
980,92.1797715,78.18556973
981,30.60132959,40.35239319
982,81.55036321,71.00002469
983,43.55733929,48.36224872
984,27.08033734,37.75522311
985,33.83477385,42.20899278
986,63.73479437,60.87718628
987,62.7320541,59.04790195
988,29.70288911,39.51959804
989,38.87301463,45.31115499
990,47.51982484,50.90443097
991,36.15585963,44.03636753
992,12.69137754,12.66837691
993,44.38075776,48.66403613
994,75.62778956,67.78578989
995,80.58658828,70.75934056
996,38.57525244,44.68264732
997,66.40707946,62.30504781
998,28.32081938,38.85036099
999,85.32170489,73.56626472
